"Type","Path","Length","Created","LastModified","PathSegments","Suggestion","Owner","AccessRules"
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.esm.js","266","8/7/2025 10:22:55 AM","8/8/2025 12:19:41 PM","17","Consider restructuring: Path has 17 segments. Exceeds limit by 6 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.browser.cjs.mjs","261","8/7/2025 10:52:04 AM","8/5/2025 4:16:12 PM","15","Consider restructuring: Path has 15 segments. Exceeds limit by 1 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.edge-light.cjs.js","263","8/7/2025 10:52:05 AM","8/5/2025 4:16:12 PM","15","Consider restructuring: Path has 15 segments. Exceeds limit by 3 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.edge-light.cjs.mjs","264","8/7/2025 10:52:05 AM","8/5/2025 4:16:12 PM","15","Consider restructuring: Path has 15 segments. Exceeds limit by 4 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.edge-light.esm.js","263","8/7/2025 10:52:05 AM","8/5/2025 4:16:12 PM","15","Consider restructuring: Path has 15 segments. Exceeds limit by 3 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-client\dist\react-native\authorizeRequestOnClaimChallenge.js","262","8/7/2025 11:04:59 AM","8/5/2025 4:26:20 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-http-compat\dist\browser\policies\disableKeepAlivePolicy.js","261","8/7/2025 11:05:00 AM","8/5/2025 4:26:20 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 1 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-http-compat\dist\commonjs\policies\disableKeepAlivePolicy.js","262","8/7/2025 11:05:00 AM","8/5/2025 4:26:20 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-http-compat\dist\react-native\policies\disableKeepAlivePolicy.js","266","8/7/2025 11:05:00 AM","8/5/2025 4:26:20 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 6 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-rest-pipeline\dist\browser\policies\auxiliaryAuthenticationHeaderPolicy.js","276","8/7/2025 11:05:00 AM","8/5/2025 4:26:21 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 16 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-rest-pipeline\dist\commonjs\policies\auxiliaryAuthenticationHeaderPolicy.js","277","8/7/2025 11:05:00 AM","8/5/2025 4:26:21 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 17 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\core-rest-pipeline\dist\esm\policies\auxiliaryAuthenticationHeaderPolicy.js","272","8/7/2025 11:05:00 AM","8/5/2025 4:26:21 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 12 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\identity\dist\browser\credentials\authorizationCodeCredential.js","261","8/7/2025 11:05:00 AM","8/5/2025 4:26:22 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 1 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\identity\dist\commonjs\credentials\authorityValidationOptions.js","261","8/7/2025 11:05:00 AM","8/5/2025 4:26:22 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 1 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\identity\dist\commonjs\credentials\authorizationCodeCredential.js","262","8/7/2025 11:05:00 AM","8/5/2025 4:26:22 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\keyvault-keys\dist\browser\cryptography\aesCryptographyProvider.js","263","8/7/2025 11:05:01 AM","8/5/2025 4:26:22 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 3 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@azure\keyvault-keys\dist\commonjs\cryptography\aesCryptographyProvider.js","264","8/7/2025 11:05:01 AM","8/5/2025 4:26:22 PM","20","Consider restructuring: Path has 20 segments. Exceeds limit by 4 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\react\dist\emotion-element-010f37fa.development.edge-light.cjs.js","264","8/7/2025 11:05:04 AM","8/5/2025 4:26:26 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 4 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\react\dist\emotion-element-4787f564.browser.development.cjs.js","261","8/7/2025 11:05:04 AM","8/5/2025 4:26:26 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 1 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\react\dist\emotion-element-489459f2.browser.development.esm.js","261","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 1 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\react\dist\emotion-element-516430c7.development.edge-light.esm.js","264","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 4 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\styled\base\dist\emotion-styled-base.browser.development.cjs.default.js","270","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 10 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\styled\base\dist\emotion-styled-base.browser.development.cjs.js","262","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\styled\base\dist\emotion-styled-base.browser.development.esm.js","262","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\styled\base\dist\emotion-styled-base.development.cjs.default.js","262","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\styled\base\dist\emotion-styled-base.development.edge-light.cjs.default.js","273","8/7/2025 11:05:04 AM","8/5/2025 4:26:27 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 13 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.browser.cjs.js","298","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 38 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.browser.cjs.mjs","299","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 39 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.browser.esm.js","298","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 38 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.cjs.d.mts","293","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 33 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.cjs.d.ts","292","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 32 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.cjs.js","290","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 30 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.cjs.mjs","291","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 31 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.edge-light.cjs.js","301","8/7/2025 11:05:07 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 41 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.edge-light.cjs.mjs","302","8/7/2025 11:05:08 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 42 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.edge-light.esm.js","301","8/7/2025 11:05:08 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 41 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\@emotion\use-insertion-effect-with-fallbacks\dist\emotion-use-insertion-effect-with-fallbacks.esm.js","290","8/7/2025 11:05:08 AM","8/5/2025 4:26:28 PM","18","Consider restructuring: Path has 18 segments. Exceeds limit by 30 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\bl\node_modules\readable-stream\lib\internal\streams\add-abort-signal.js","262","8/7/2025 11:05:12 AM","8/5/2025 4:26:35 PM","21","Consider restructuring: Path has 21 segments. Exceeds limit by 2 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\hoist-non-react-statics\node_modules\react-is\cjs\react-is.development.js","263","8/7/2025 11:05:20 AM","8/5/2025 4:26:45 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 3 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\hoist-non-react-statics\node_modules\react-is\cjs\react-is.production.min.js","266","8/7/2025 11:05:20 AM","8/5/2025 4:26:46 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 6 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\hoist-non-react-statics\node_modules\react-is\umd\react-is.development.js","263","8/7/2025 11:05:20 AM","8/5/2025 4:26:46 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 3 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\hoist-non-react-statics\node_modules\react-is\umd\react-is.production.min.js","266","8/7/2025 11:05:20 AM","8/5/2025 4:26:46 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 6 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\order-management\node_modules\busboy\bench\bench-multipart-fields-100mb-big.js","268","8/7/2025 11:05:25 AM","8/5/2025 4:26:53 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 8 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\order-management\node_modules\busboy\bench\bench-multipart-fields-100mb-small.js","270","8/7/2025 11:05:25 AM","8/5/2025 4:26:53 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 10 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\order-management\node_modules\busboy\bench\bench-multipart-files-100mb-big.js","267","8/7/2025 11:05:25 AM","8/5/2025 4:26:53 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 7 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\order-management\node_modules\busboy\bench\bench-multipart-files-100mb-small.js","269","8/7/2025 11:05:25 AM","8/5/2025 4:26:53 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 9 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\order-management\node_modules\busboy\bench\bench-urlencoded-fields-100pairs-small.js","274","8/7/2025 11:05:25 AM","8/5/2025 4:26:53 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 14 characters.",,""
"File","C:\users\BAYARB\OneDrive - Government of Ontario\Documents\GitHub\Order-Management\Order-Management-master\Order-Management-master\backend\node_modules\order-management\backend\node_modules\order-management\node_modules\busboy\bench\bench-urlencoded-fields-900pairs-small-alt.js","278","8/7/2025 11:05:25 AM","8/5/2025 4:26:53 PM","19","Consider restructuring: Path has 19 segments. Exceeds limit by 18 characters.",,""
